train_method,model,metrics,tag,step,value,run
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_가성비,test/PR_AUC,12,0.1651477813720703,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_가성비
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_가성비,test/PR_AUC,13,0.24746787548065186,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_가성비
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_가성비,test/PR_AUC,14,0.3760984539985657,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_가성비
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_가성비,test/PR_AUC,15,0.6457191109657288,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_가성비
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_가성비,test/PR_AUC,16,0.7546926736831665,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_가성비
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_가성비,test/PR_AUC,17,0.7886903285980225,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_가성비
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,0,0.021506275981664658,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,1,0.0346713587641716,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,2,0.21650634706020355,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,3,0.3204743564128876,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,4,0.5417351722717285,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,5,0.2792200744152069,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,6,0.37581396102905273,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,7,0.5538129806518555,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,8,0.7452020049095154,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,9,0.9852430820465088,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,10,0.6910353899002075,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,11,0.9568700790405273,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,12,0.9395833015441895,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,13,0.9491567611694336,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,14,0.9138335585594177,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,15,0.9075802564620972,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,16,0.8853651285171509,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_귀여운,test/PR_AUC,17,0.7771830558776855,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_귀여운
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,0,0.08874630928039551,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,1,0.10582489520311356,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,2,0.18272274732589722,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,3,0.09033490717411041,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,4,0.13303948938846588,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,5,0.15734560787677765,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,6,0.22303339838981628,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,7,0.24646621942520142,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,8,0.22308698296546936,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,9,0.2855209410190582,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,10,0.31999707221984863,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,11,0.8546457290649414,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,12,0.8590410947799683,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,13,0.9379174709320068,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,14,0.9310706853866577,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,15,0.9289805889129639,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,16,0.9020987749099731,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_넓은,test/PR_AUC,17,0.8832755088806152,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_넓은
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,0,0.010164874605834484,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,1,0.01123324315994978,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,2,0.02267162688076496,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,3,0.026804545894265175,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,4,0.017207367345690727,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,5,0.2252621054649353,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,6,0.08113425225019455,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,7,0.13205187022686005,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,8,0.18199291825294495,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,9,0.2079334557056427,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,10,0.1999279409646988,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,11,0.09684006869792938,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,12,0.2747761011123657,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,13,0.09082086384296417,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,14,0.08950892090797424,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,15,0.09830013662576675,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,16,0.2885047495365143,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_단체,test/PR_AUC,17,0.4082530438899994,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_단체
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,0,0.15081104636192322,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,1,0.21031363308429718,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,2,0.21878689527511597,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,3,0.14804092049598694,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,4,0.12782873213291168,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,5,0.08336801826953888,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,6,0.08726313710212708,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,7,0.08681277930736542,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,8,0.09056217223405838,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,9,0.10023045539855957,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,10,0.12298088520765305,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,11,0.19897083938121796,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,12,0.1710440218448639,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,13,0.20679669082164764,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,14,0.21184992790222168,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,15,0.19098763167858124,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,16,0.2219945788383484,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_만족,test/PR_AUC,17,0.24090901017189026,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_만족
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,0,0.09083293378353119,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,1,0.0816517099738121,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,2,0.08681952208280563,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,3,0.09653115272521973,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,4,0.14372402429580688,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,5,0.19581979513168335,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,6,0.2001543939113617,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,7,0.1827581524848938,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,8,0.17629395425319672,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,9,0.1958743929862976,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,10,0.17774701118469238,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,11,0.2569597661495209,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,12,0.30788522958755493,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,13,0.449917197227478,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,14,0.4997854232788086,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,15,0.4071848392486572,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,16,0.44476592540740967,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_모던,test/PR_AUC,17,0.35329723358154297,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_모던
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,0,0.3125241994857788,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,1,0.2729931175708771,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,2,0.28113865852355957,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,3,0.3007385730743408,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,4,0.32096946239471436,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,5,0.36297082901000977,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,6,0.3254556953907013,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,7,0.29581937193870544,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,8,0.3065243363380432,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,9,0.33582741022109985,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,10,0.3075227737426758,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,11,0.3407660126686096,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,12,0.35642772912979126,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,13,0.38342684507369995,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,14,0.3817412853240967,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,15,0.42272430658340454,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,16,0.5014181137084961,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_분위기,test/PR_AUC,17,0.48933523893356323,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_분위기
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,0,0.03134705126285553,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,1,0.033934932202100754,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,2,0.09045764803886414,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,3,0.11385941505432129,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,4,0.36870211362838745,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,5,0.10215374827384949,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,6,0.10308556258678436,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,7,0.1073661595582962,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,8,0.09544102847576141,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,9,0.13692018389701843,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,10,0.10055080056190491,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,11,0.3255453407764435,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,12,0.3097042143344879,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,13,0.3774436116218567,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,14,0.2414333075284958,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,15,0.2772665023803711,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,16,0.5020712018013,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_비주얼,test/PR_AUC,17,0.46737226843833923,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_비주얼
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,0,0.18049661815166473,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,1,0.15599802136421204,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,2,0.14607371389865875,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,3,0.1889459490776062,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,4,0.2518812417984009,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,5,0.27098727226257324,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,6,0.24937497079372406,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,7,0.22877854108810425,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,8,0.2511480450630188,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,9,0.23268936574459076,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,10,0.2617751955986023,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,11,0.2557567358016968,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,12,0.25821226835250854,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,13,0.2832450866699219,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,14,0.4607309401035309,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,15,0.47808030247688293,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,16,0.6339747309684753,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_아늑,test/PR_AUC,17,0.7217240333557129,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_아늑
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_위생,test/PR_AUC,0,0.09219056367874146,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_위생
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_위생,test/PR_AUC,1,0.1107482835650444,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_위생
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_위생,test/PR_AUC,2,0.11243481189012527,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_위생
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_위생,test/PR_AUC,3,0.11142158508300781,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_위생
MLC,klue_bert-base_256_180_15_drop02,test_PR_AUC_위생,test/PR_AUC,4,0.11158749461174011,MLC/klue_bert-base_256_180_15_drop02/test_PR_AUC_위생
